,y,x,w,z
1,1,1,-1.24638779729665,-0.630426656189396
2,0,0,0.364565794684827,-0.161371215957434
3,0,0,2.18088766859529,0.969167501035684
4,0,0,0.521357958982588,-0.240812805739924
5,1,1,-0.79566367828608,1.19215495168241
6,0,0,0.953980801302812,-0.72707569325926
7,0,0,1.57941371676983,-1.56018692514251
8,1,0,0.375046556456993,0.649359816969337
9,0,0,-0.342154511841903,1.01709702043141
10,1,0,-1.0132814488036,-0.38719162782411
11,0,0,-0.762943325037556,1.89093298272664
12,0,1,-0.93174371565962,-0.384139960161634
13,1,1,2.25967433614149,-2.06274012072958
14,1,0,2.15084601307185,-2.08276143544273
15,1,1,0.206873011244834,-0.30811231471111
16,1,1,-1.93207290311823,-0.717083944934519
17,1,0,-0.5191709020561,0.734800401473934
18,1,0,0.59457967564802,-0.704828208682888
19,1,1,0.289737916556626,-0.238153879924243
20,1,0,-0.740605840679318,-1.12959257616706
21,1,1,0.899733017390702,0.521095543434816
22,1,1,-0.932289815302051,-1.34095458367468
23,1,1,0.10032023969932,-0.214816865664529
24,1,1,-0.665751038103809,0.103009753077308
25,0,1,2.27518137625643,0.255019553712821
26,1,1,-2.70354540546735,0.10637747762264
27,1,1,-1.24847891277955,0.504668030741857
28,1,1,-0.172658593890525,-1.99940134451242
29,1,0,-2.93866561331774,-0.782437413181617
30,0,0,-0.0281994127900094,-0.0228371109490117
31,0,1,1.96179836638608,2.71235067829579
32,1,0,-0.745815238079105,0.287518586679263
33,1,1,-0.64494774668527,1.28069821867415
34,0,1,-0.430506935260302,-0.753507576754535
35,1,1,0.755117122211043,-0.933206156291349
36,1,0,1.96252744947805,-0.405946724793927
37,1,1,0.996396488383317,0.337720723196602
38,0,0,0.00794861175548586,0.758080380125739
39,0,0,-0.164613276120653,0.573428118389414
40,0,0,0.0293302641534298,-0.24746456169987
41,1,0,0.101186892974364,0.266165212984874
42,0,1,0.287690993473511,0.0966110549106157
43,1,0,0.308480602132309,-0.243972161076897
44,0,0,-1.04221921725383,-0.601267321792362
45,0,1,0.0902109597745898,-0.248767161688087
46,1,0,-1.02947218553822,-1.20401273802722
47,1,0,-0.0226857991458164,-0.880604695406109
48,1,0,-0.118132258568464,0.455010059375102
49,0,1,0.330215680140514,2.02011922260876
50,1,1,2.49451692872034,-0.676114760340387
51,0,0,0.951953273101037,-0.0235040359437169
52,1,1,-2.22651016187669,0.492019828750614
53,1,1,1.16294196829406,-0.135508918545131
54,1,0,0.224381424721086,-1.2929935392603
55,1,0,0.436542843003886,-0.563213391151796
56,0,0,1.19006173246627,-0.214610292869611
57,0,0,0.826660234421281,-0.0169024555993611
58,0,1,1.88662646678796,-0.443119144580768
59,1,1,1.25212029569015,2.00440672864131
60,1,1,0.788463936669692,1.95265299191795
61,0,0,-0.129321700606267,0.230539728788208
62,1,1,0.0117494132106393,-0.0776124816927113
63,0,0,-0.776893485465657,0.0243499127328649
64,0,0,0.169384837931934,0.459208963200029
65,1,0,-2.06220847382364,0.913024270617285
66,1,1,-0.662021661680383,-0.803546254536773
67,0,0,1.91787086806997,0.319312393764533
68,1,0,0.671259492745321,0.162495387694846
69,0,0,0.545556202097782,0.968323356313204
70,0,0,1.93860339689956,-0.324475292586838
71,1,1,-0.730920413237695,-0.72385107720068
72,1,1,-2.00565971498058,1.94336289378494
73,1,1,-1.95641113202722,-0.286045734190541
74,0,0,-1.29375126581807,0.716498286472678
75,0,0,-0.233290926639693,2.46719352753642
76,1,0,0.753109606058174,-0.858084151354491
77,0,0,0.636860580197746,1.9625907258877
78,1,1,0.439309446210833,1.08863365389754
79,1,1,0.0654691467705872,-0.173509585283663
80,1,1,-0.463880463885745,1.33399995913502
81,0,0,0.908155491586968,-0.619976110117289
82,1,1,1.1210980335081,-0.496910292349759
83,0,0,1.2340936127027,0.96426076217443
84,0,1,-1.26590348310791,-0.419293093229121
85,0,0,0.568182817983436,0.157531399194759
86,1,1,0.960719623506286,1.92834401414541
87,0,1,-0.804953424801365,-1.03173405353918
88,1,1,-1.46206733651026,0.232127359505
89,0,1,-0.311095402200642,-0.653854156701881
90,0,0,0.959680027612778,1.71237044703461
91,1,1,-0.818202413403409,1.25026528708293
92,1,1,-1.1022117161228,0.470141550231078
93,0,1,-0.130862744115979,0.734626006286865
94,1,0,-0.177223198882759,-0.61175086745003
95,1,0,-1.71708958671664,-0.3966724092649
96,0,1,1.02471284024156,1.62203172226876
97,1,0,-0.253403807597593,-0.592949010187598
98,1,0,1.42945914600669,-0.737442650568513
99,1,0,0.209870352563302,-1.92372059316884
100,1,1,1.22605510362835,-0.393961338157749
101,0,0,-0.39051501663297,0.300847502532761
102,0,0,0.975238885863415,0.594099814070157
103,1,0,0.600544540458209,0.719089451190381
104,1,0,-0.282263139427821,-0.678189032969064
105,0,0,0.938676735841458,1.15808856471699
106,1,1,0.400055027119971,-1.15627449556088
107,1,1,-0.126007080239362,-0.479236399145535
108,0,0,-1.38749937425787,-0.547616285049533
109,1,1,-0.103948617717637,-1.73983263608865
110,1,0,1.63287260659254,0.102027082030469
111,0,1,0.874715079157858,2.60202921544522
112,0,0,0.358346320745274,0.177675133507255
113,1,0,-0.0648883209460503,1.56184542748905
114,0,1,0.257410012191811,-0.0641947298678586
115,1,1,0.622284582943978,0.122210394937295
116,1,1,0.0391242961981656,1.32702448756762
117,0,1,0.315629149919466,0.239508018940215
118,0,0,1.56554895546472,-1.07705349563309
119,1,0,0.996415145853009,2.37219542867868
120,1,1,-0.761165202179382,0.314192264967906
121,1,0,1.23549140524999,0.458768858308905
122,0,1,-1.10899828567183,-1.29953707266685
123,0,0,-1.62906495762815,-0.908883603360872
124,0,0,-0.51212316189128,-0.296505723785701
125,1,0,0.747673342566057,-0.0181322748286189
126,1,0,0.875296956002724,0.43049743844126
127,1,1,-1.97113692495536,0.207982468648826
128,1,1,-0.387459308917447,-1.74889976925126
129,1,0,0.441405976091522,0.0183603225804349
130,0,0,-0.0814121632813097,2.87010952684386
131,1,1,0.836901273470598,-0.982985253986619
132,1,0,-0.388816235011527,0.837189121867784
133,1,0,0.932420042970705,1.33192688670012
134,1,0,-0.927909722795766,0.336298139709026
135,1,1,-1.0336556481727,-1.98786864190819
136,1,0,0.284702493381285,1.20441739125121
137,1,1,0.0862380555391563,-1.82940584270738
138,1,1,1.00457761301769,-1.1258625768962
139,0,1,-1.82223085278244,1.12651574422724
140,1,1,0.18266529255095,-2.16626242120386
141,0,1,0.224575472861541,-1.01117493762829
142,1,1,0.365619384173801,0.84427136152665
143,1,1,0.0719002185269125,-0.137185543439294
144,1,0,-0.0172803714191171,0.48916320882234
145,1,1,-0.378614141072946,0.84451512844375
146,1,0,-0.0660955722551422,-1.26365137046358
147,1,0,0.632299404614766,1.05879113179741
148,1,1,0.104511703327781,0.995168132156054
149,1,1,1.23622898102102,-1.09055890485977
150,1,1,0.93280268115331,0.721326983523739
151,0,1,0.637011055136094,-0.527195875332649
152,1,0,-0.53885356313422,-0.616970395196253
153,1,1,-0.583110554596091,0.120043281756846
154,1,1,0.0356850337736442,0.302798809325282
155,1,1,-0.924896060791542,0.338350417020178
156,0,0,-1.13400028834415,1.73499797098886
157,1,1,-1.25615757980042,-0.197744423656786
158,0,1,0.178659083036428,1.51029062611061
159,1,0,2.16345380868882,0.936169534423671
160,0,0,-0.283991367614288,-0.166824435971198
161,0,0,-0.225006960812293,0.146006417018308
162,1,1,0.0335229207838181,-1.87089740577445
163,0,0,1.27623806078304,-0.960241160403272
164,0,0,0.034858322054198,0.399389460852197
165,0,1,0.687717050881474,-0.458051792626281
166,1,1,0.000130183861068056,-0.640455112287554
167,1,0,1.15868991304514,-1.15778457190939
168,1,0,0.0989114351239272,0.512653733330323
169,0,0,0.426699510118083,-0.900307815510375
170,0,1,-1.13796470287485,2.10080545821522
171,1,1,-1.12207253986807,-0.895091497704729
172,1,0,-0.185179126182628,1.19188369263657
173,0,0,1.07270114370264,1.63219143825734
174,0,0,-2.33618368454709,1.58970654884769
175,1,0,-0.833577987329292,0.317282878006462
176,1,1,-0.0549746912888903,0.333088512001164
177,1,0,1.14676874508588,2.52169558449509
178,1,1,-0.333120182831455,1.09486868609876
179,0,1,-1.68943696907228,0.142523128810764
180,0,0,-0.190190455603035,0.61692250557833
181,0,0,1.36663201150301,1.25265894948886
182,0,0,-1.30307115234479,-0.0794030508781794
183,1,1,-0.0358136559316401,-0.850937979394635
184,1,0,-0.52309886044378,1.06720312985574
185,0,1,1.01142951725282,-0.131768920242288
186,1,0,0.73500822498668,0.211565922602652
187,1,1,0.28136497448938,0.684036822661527
188,1,1,-1.01718979350401,0.729804757047311
189,0,0,-0.303711102057446,0.634750706476992
190,0,1,0.702016447316411,-2.42737997422164
191,0,1,-0.535460867390273,0.145600478824159
192,1,0,0.878557281920635,0.671002323120694
193,1,1,-1.44025440236352,1.38141048541139
194,1,0,-1.16967948489166,0.24657855500602
195,0,0,-0.294700391690248,-0.445259967556074
196,1,0,-0.475957336705618,-0.11008931037432
197,0,1,-1.31887628347489,-0.277468583168193
198,1,0,1.53179956958443,-0.660578427173273
199,1,1,-0.296424584207413,-0.520969021457848
200,1,1,0.0482319876404318,-0.485930598490336
